Category Name,Timestamp,Confidence
scrofa,0.0,0.83
scrofa,0.04,0.81
scrofa,0.08,0.81
scrofa,0.12000000000000001,0.83
scrofa,0.16,0.83
scrofa,0.2,0.87
scrofa,0.24000000000000002,0.77
scrofa,0.28,0.77
scrofa,0.32,0.79
scrofa,0.36000000000000004,0.79
scrofa,0.4,0.82
scrofa,0.44,0.78
scrofa,0.48000000000000004,0.77
scrofa,0.52,0.76
scrofa,0.56,0.76
scrofa,0.6,0.74
scrofa,0.64,0.69
scrofa,0.68,0.69
procyonoides,0.7200000000000001,0.72
procyonoides,0.76,0.72
scrofa,0.8,0.74
procyonoides,0.8400000000000001,0.73
procyonoides,0.88,0.73
scrofa,0.92,0.75
scrofa,0.9600000000000001,0.75
procyonoides,1.0,0.75
scrofa,1.04,0.76
scrofa,1.08,0.75
procyonoides,1.12,0.81
procyonoides,1.1600000000000001,0.82
procyonoides,1.2,0.78
scrofa,1.24,0.78
scrofa,1.28,0.78
scrofa,1.32,0.8
scrofa,1.36,0.78
procyonoides,1.4000000000000001,0.84
procyonoides,1.4400000000000002,0.87
procyonoides,1.48,0.86
procyonoides,1.52,0.88
procyonoides,1.56,0.88
procyonoides,1.6,0.88
procyonoides,1.6400000000000001,0.89
procyonoides,1.6800000000000002,0.88
procyonoides,1.72,0.9
procyonoides,1.76,0.89
procyonoides,1.8,0.88
procyonoides,1.84,0.86
procyonoides,1.8800000000000003,0.86
procyonoides,1.9200000000000002,0.86
procyonoides,1.9600000000000002,0.86
procyonoides,2.0,0.9
procyonoides,2.04,0.84
procyonoides,2.08,0.84
procyonoides,2.12,0.87
procyonoides,2.16,0.87
procyonoides,2.2,0.89
procyonoides,2.24,0.84
procyonoides,2.2800000000000002,0.84
procyonoides,2.3200000000000003,0.8
procyonoides,2.3600000000000003,0.8
procyonoides,2.4,0.84
procyonoides,2.44,0.85
procyonoides,2.48,0.85
procyonoides,2.52,0.79
procyonoides,2.56,0.79
procyonoides,2.6,0.76
procyonoides,2.64,0.77
procyonoides,2.68,0.78
procyonoides,2.72,0.79
procyonoides,2.7600000000000007,0.79
procyonoides,2.8000000000000003,0.84
procyonoides,2.8400000000000003,0.79
procyonoides,2.8800000000000003,0.78
procyonoides,2.92,0.77
procyonoides,2.96,0.78
procyonoides,3.0,0.81
procyonoides,3.04,0.77
procyonoides,3.08,0.76
procyonoides,3.12,0.75
procyonoides,3.16,0.78
procyonoides,3.2,0.78
procyonoides,3.24,0.78
procyonoides,3.2800000000000002,0.78
procyonoides,3.3200000000000003,0.78
procyonoides,3.3600000000000003,0.79
procyonoides,3.4000000000000004,0.8
procyonoides,3.44,0.79
procyonoides,3.48,0.78
procyonoides,3.52,0.78
procyonoides,3.56,0.81
procyonoides,3.6,0.87
procyonoides,3.64,0.83
procyonoides,3.68,0.83
procyonoides,3.72,0.85
procyonoides,3.7600000000000007,0.85
procyonoides,3.8000000000000003,0.89
procyonoides,3.8400000000000003,0.89
procyonoides,3.8800000000000003,0.89
procyonoides,3.9200000000000004,0.89
procyonoides,3.9600000000000004,0.91
procyonoides,4.0,0.92
procyonoides,4.04,0.89
procyonoides,4.08,0.9
procyonoides,4.12,0.92
procyonoides,4.16,0.92
procyonoides,4.2,0.9
procyonoides,4.24,0.83
procyonoides,4.28,0.85
procyonoides,4.32,0.86
procyonoides,4.36,0.87
procyonoides,4.4,0.88
procyonoides,4.44,0.89
procyonoides,4.48,0.89
procyonoides,4.520000000000001,0.85
procyonoides,4.5600000000000005,0.84
procyonoides,4.6000000000000005,0.87
procyonoides,4.640000000000001,0.85
procyonoides,4.680000000000001,0.85
procyonoides,4.720000000000001,0.89
procyonoides,4.76,0.88
procyonoides,4.8,0.91
procyonoides,4.84,0.91
procyonoides,4.88,0.93
procyonoides,4.92,0.85
procyonoides,4.96,0.85
procyonoides,5.0,0.91
procyonoides,5.04,0.86
procyonoides,5.08,0.87
procyonoides,5.12,0.91
procyonoides,5.16,0.91
procyonoides,5.2,0.91
procyonoides,5.24,0.92
procyonoides,5.28,0.92
procyonoides,5.32,0.88
procyonoides,5.36,0.89
procyonoides,5.4,0.86
